visual_id,emperor_id,人物,对象标题,图像性质,制作年代或摄影日期,作者或摄影者,文件页,预览文件,文件页标示许可,权利颜色,可本地保存,可公开展示,对象认定状态,核查日期,使用说明,待核问题,展示角色,关键标注,画面解析,释文,卡片钩子,馆藏登录号
QH-V-E05C,QH-E-05,爱新觉罗·胤禛,雍正朱批谕旨（刻本转引）与宫中档原件入口,朱批奏折／官刻汇编,雍正朝原批；乾隆朝有刻本流传,具奏官员；胤禛朱批,https://qingarchives.npm.edu.tw/index.php?act=Landing%2Finformation,,原件影像待逐项核权；刻本文本可作公版线索,黄,仅保存短引文与书目,仅外链,朱批谕旨是选编本，不等于宫中档全宗,2026-08-13,黄色资源。原件图像外链；刻本只作发现和短引。,选年羹尧、鄂尔泰等折各一件做原件回查,奏折朱批,朱批；朱批谕旨刻本；宫中档；选编不等于全档,雍正以朱批控制信息最出名。《朱批谕旨》是后来选刻的，有删选。要看某件原批，得回宫中档原折。,朱批最常见者仅「览」或「知道了」，长批则针对该折人事、军需或心术。因尚未指定并打开某一原折，此处不伪造具体长批全文。请在台北故宫清档系统按人名、时间检索原件。,,
QH-V-E06B,QH-E-06,爱新觉罗·弘历,乾隆帝佛装像,宫廷宗教化身像,约1758,佚名,https://commons.wikimedia.org/wiki/File:The_Qianlong_Emperor_in_Buddhist_Dress.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/The_Qianlong_Emperor_in_Buddhist_Dress.jpg/500px-The_Qianlong_Emperor_in_Buddhist_Dress.jpg,Public domain,绿,是,是,文件题名明确为乾隆佛装像,2026-08-13,其他真迹。不是朝服定妆，也不是普通生活照。,核普宁寺系统与满汉蒙藏题记,其他真迹,佛装；唐卡；多语题记；宗教化身,乾隆以转轮王/文殊化身入画，是统治藏传佛教世界的视觉政治，不是便装写真。默认头像仍用朝服像。,,,
QH-V-E06C,QH-E-06,爱新觉罗·弘历,乾隆帝狩猎图,宫廷行乐/狩猎图,乾隆时期,清宫画家,https://commons.wikimedia.org/wiki/File:Qianlong_emperor_hunting.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Qianlong_emperor_hunting.jpg/500px-Qianlong_emperor_hunting.jpg,Public domain,绿,是,是,文件题名明确,2026-08-13,其他真迹。木兰秋狝视觉，不是朝会定妆。,核具体图卷名、地点与是否为郎世宁系统,其他真迹,狩猎；骑射；行乐；非朝服,狩猎图把皇帝画成马上弯弓的满洲统治者，用来平衡朝服像的汉式礼仪面孔。它仍是宫廷制作，不是新闻摄影。,,,
QH-V-E06D,QH-E-06,爱新觉罗·弘历,乾隆帝戎装骑马像,宫廷戎装像,乾隆时期,郎世宁传统,https://commons.wikimedia.org/wiki/File:The_Qianlong_Emperor_in_Ceremonial_Armour_on_Horseback.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/The_Qianlong_Emperor_in_Ceremonial_Armour_on_Horseback.jpg/500px-The_Qianlong_Emperor_in_Ceremonial_Armour_on_Horseback.jpg,Public domain,绿,是,是,文件题名明确,2026-08-13,其他真迹。大阅/戎装礼仪像。,核原作馆藏与是否为大阅图之一,其他真迹,盔甲；骑马；大阅；西洋画法,戎装骑马像展示兵权与满洲武功，和明黄朝服像是一套身份的两面。面部写实来自郎世宁系统，仍是礼仪绘画。,,,
QH-V-E06E,QH-E-06,爱新觉罗·弘历,乾隆御书兰亭碑,御笔碑刻,乾隆年间书；今存碑刻,弘历书；照片依 Commons 文件页署名,https://commons.wikimedia.org/wiki/File:Emperor_Qianlong_Lanting.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Emperor_Qianlong_Lanting.JPG/500px-Emperor_Qianlong_Lanting.JPG,CC BY 3.0,绿,是,是,碑刻题为乾隆御书兰亭系统,2026-08-13,御笔书法。照片依 CC BY 3.0 署名。,核立碑地点与底本,御笔书法,行书；兰亭；碑刻；御书,乾隆大量题跋、临帖、刻石。此碑是御书传播层，不是某一通纸本手卷本身。与朝服像并列，可看到皇帝同时经营武功、佛装和书圣谱系。,碑文为《兰亭序》临写系统。不在此整篇录文。,,
QH-V-E06F,QH-E-06,爱新觉罗·弘历,乾隆御制萨尔浒之战书事（文本）,御制史论／法书底本,乾隆四十一年前后,爱新觉罗·弘历,https://digitalarchive.npm.gov.tw/Collection/Detail/1545?dep=P,,馆藏数字影像待逐项核权,黄,仅保存短引文,仅外链,文本作者为乾隆；书册传本有永璇书写,2026-08-13,黄色资源。短引文可展示，高清书页外链台北故宫。,对照《清高宗实录》与沈阳萨尔浒碑,御笔书法,御制文；萨尔浒；追述开国；法书,乾隆不但写战争，还立碑。这是对努尔哈赤萨尔浒之战的又一次官方记忆。,御制己未岁我太祖大破明师于萨尔浒山之战书事。盖闻国之将兴必有祯祥。然祯祥之赐由乎天而致。天之赐则由乎人。予小子于己未岁我太祖大破明师于萨尔浒之战，益信此理之不爽也。己未二月，明帝命杨镐、杜松、刘綎等统兵二十万号四十万来攻。,,
QH-V-E06G,QH-E-06,爱新觉罗·弘历,乾隆朝宫中档奏折（原件入口）,朱批奏折原件,乾隆朝,具奏官员；弘历朱批,https://qingarchives.npm.edu.tw/index.php?act=Landing%2Finformation,,馆藏影像待逐项核权,黄,仅保存档号与短引文,仅外链,台北故宫清档系统可检索乾隆朝奏折；本条不嵌入原图,2026-08-13,黄色资源。能浏览不等于可复制。点原站核原折与朱批。,为乾隆朝选定若干高优先级折件并逐件登录档号与朱批全文,奏折朱批,宫中档；朱批；原件外链；不镜像,乾隆朝宫中档数量极大。具体某折的朱批，要打开原件看。,常见朱批形态包括「览」「知道了」及针对该折的具体指示。在未打开指定原折前，不编造某件奏折的朱批全文。请在台北故宫清档系统按人名、时间检索原件。,,
QH-V-E04E,QH-E-04,爱新觉罗·玄烨,康熙行书九日对菊诗轴,御笔纸本,康熙年间,玄烨,https://commons.wikimedia.org/wiki/File:%E7%8E%84%E7%83%A8%E8%A1%8C%E4%B9%A6%E4%B9%9D%E6%97%A5%E5%AF%B9%E8%8F%8A%E8%AF%97%E8%BD%B4.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/%E7%8E%84%E7%83%A8%E8%A1%8C%E4%B9%A6%E4%B9%9D%E6%97%A5%E5%AF%B9%E8%8F%8A%E8%AF%97%E8%BD%B4.png/960px-%E7%8E%84%E7%83%A8%E8%A1%8C%E4%B9%A6%E4%B9%9D%E6%97%A5%E5%AF%B9%E8%8F%8A%E8%AF%97%E8%BD%B4.png,Public domain,绿,是,是,文件题名作玄烨行书九日对菊诗轴,2026-08-13,御笔书法。纸本立轴，不是碑刻。,馆藏号、书写年份与诗题原文,御笔书法,行书；纸本；九日对菊；立轴,朝服像是坐着的。这张是他写字。重阳对菊是很常见的题目，墨迹比兰亭碑更接近手稿。碑是刻出来的，纸上才是这一笔。,文件题《九日对菊》诗轴。全文以轴上墨迹为准，此处不整篇录。,,
QH-V-E05D,QH-E-05,爱新觉罗·胤禛,雍正行书苏轼赤壁怀古词轴,御笔纸本,雍正年间,胤禛,https://commons.wikimedia.org/wiki/File:%E8%83%A4%E7%A6%9B%E8%A1%8C%E4%B9%A6%E8%8B%8F%E8%BD%BC%E8%B5%A4%E5%A3%81%E6%80%80%E5%8F%A4%E8%AF%8D%E8%BD%B4.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/%E8%83%A4%E7%A6%9B%E8%A1%8C%E4%B9%A6%E8%8B%8F%E8%BD%BC%E8%B5%A4%E5%A3%81%E6%80%80%E5%8F%A4%E8%AF%8D%E8%BD%B4.png/960px-%E8%83%A4%E7%A6%9B%E8%A1%8C%E4%B9%A6%E8%8B%8F%E8%BD%BC%E8%B5%A4%E5%A3%81%E6%80%80%E5%8F%A4%E8%AF%8D%E8%BD%B4.png,Public domain,绿,是,是,文件题名作胤禛行书苏轼赤壁怀古词轴,2026-08-13,御笔书法。写的是苏轼的词，不是雍正自己作的。,馆藏号与书写年份,御笔书法,行书；纸本；赤壁怀古；苏轼词,雍正以朱批出名。闲下来这张轴写的是「大江东去」。词是苏轼的，字是胤禛的。不要把这张轴读成他在赤壁打过仗。,临苏轼《念奴娇·赤壁怀古》。开篇「大江东去」是苏轼原词。全文以轴为准。,,
QH-V-E05E,QH-E-05,爱新觉罗·胤禛,雍正御笔「中正仁和」匾,御笔匾额照片,雍正年间书；照片2007,胤禛书；Gisling 摄影,https://commons.wikimedia.org/wiki/File:%E9%9B%8D%E6%AD%A3%E5%BE%A1%E7%AC%94%E4%B8%AD%E6%AD%A3%E4%BB%81%E5%92%8C%E5%8C%BE.JPG,https://upload.wikimedia.org/wikipedia/commons/7/72/%E9%9B%8D%E6%AD%A3%E5%BE%A1%E7%AC%94%E4%B8%AD%E6%AD%A3%E4%BB%81%E5%92%8C%E5%8C%BE.JPG,CC BY-SA 3.0,绿,是,是,文件题雍正御笔中正仁和匾,2026-08-13,御笔匾额。养心殿常见四字。照片须署名。,原匾是否仍在养心殿原位,御笔书法,匾额；中正仁和；养心殿；四字,四个字挂在养心殿里，是他给自己定的调门。朱批是私下写给大臣的，匾是每天抬头看见的。,中正仁和,,
QH-V-E06H,QH-E-06,爱新觉罗·弘历,乾隆行书「三希堂」匾,御笔匾额,乾隆年间,弘历,https://commons.wikimedia.org/wiki/File:%E5%BC%98%E5%8E%86%E8%A1%8C%E4%B9%A6%22%E4%B8%89%E5%B8%8C%E5%A0%82%22%E4%B8%89%E5%AD%97%E5%8C%BE.png,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/%E5%BC%98%E5%8E%86%E8%A1%8C%E4%B9%A6%22%E4%B8%89%E5%B8%8C%E5%A0%82%22%E4%B8%89%E5%AD%97%E5%8C%BE.png/960px-%E5%BC%98%E5%8E%86%E8%A1%8C%E4%B9%A6%22%E4%B8%89%E5%B8%8C%E5%A0%82%22%E4%B8%89%E5%AD%97%E5%8C%BE.png,Public domain,绿,是,是,文件题名作弘历行书三希堂三字匾,2026-08-13,御笔。三希堂因收藏三件法书得名。,原匾位置与三希法书的对应,御笔书法,行书；三希堂；三字匾,就三个字。他把自己最看重的三件法书，收进这个名字里。兰亭碑是临古人，这三字是给自己的书房命名。,三希堂,,
QH-V-E07B,QH-E-07,爱新觉罗·颙琰,嘉庆朝朱批奏折,朱批奏折,嘉庆朝,具奏官员；颙琰朱批,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E6%9C%9D%E7%9A%87%E5%B8%9D%E7%A1%83%E6%89%B9%E5%A5%8F%E6%91%BA_-_Jiaqing_Emperor.jpg,https://upload.wikimedia.org/wikipedia/commons/4/42/%E6%B8%85%E6%9C%9D%E7%9A%87%E5%B8%9D%E7%A1%83%E6%89%B9%E5%A5%8F%E6%91%BA_-_Jiaqing_Emperor.jpg,Public domain,绿,是,是,文件页标为嘉庆朝朱批奏折；档号待核,2026-08-13,朱批原件照片。红笔是皇帝的，黑字是臣工的。,档号、具奏人、朱批全文,奏折朱批,朱批；红笔；奏折；嘉庆,朝服读不出训政，也读不出诛和珅。折子上的红笔，才是他每天在干的事。具体批了哪几个字，对着图读，不在这里编。,朱笔批在折面。具体字以原件为准。常见只有「览」「知道了」。,,
QH-V-E08C,QH-E-08,爱新觉罗·旻宁,道光朝朱批奏折,朱批奏折,道光朝,具奏官员；旻宁朱批,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E6%9C%9D%E7%9A%87%E5%B8%9D%E7%A1%83%E6%89%B9%E5%A5%8F%E6%91%BA_-_Daoguang_Emperor_01.jpg,https://upload.wikimedia.org/wikipedia/commons/5/56/%E6%B8%85%E6%9C%9D%E7%9A%87%E5%B8%9D%E7%A1%83%E6%89%B9%E5%A5%8F%E6%91%BA_-_Daoguang_Emperor_01.jpg,Public domain,绿,是,是,文件页标为道光朝朱批奏折；档号待核,2026-08-13,朱批原件照片。红笔是皇帝的。,档号、具奏人、朱批全文,奏折朱批,朱批；红笔；奏折；道光,朝服是定妆。园居像是生活。红笔才是他每天在折子上留下的字。禁烟、条约不在这张折的题名里，要对着档号另查。,朱笔批在折面。具体字以原件为准。,,
QH-V-E09C,QH-E-09,爱新觉罗·奕詝,咸丰朝朱批奏折,朱批奏折,咸丰朝,具奏官员；奕詝朱批,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E6%9C%9D%E7%9A%87%E5%B8%9D%E7%A1%83%E6%89%B9%E5%A5%8F%E6%91%BA_-_Xianfeng_Emperor_01.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c0/%E6%B8%85%E6%9C%9D%E7%9A%87%E5%B8%9D%E7%A1%83%E6%89%B9%E5%A5%8F%E6%91%BA_-_Xianfeng_Emperor_01.jpg,Public domain,绿,是,是,文件页标为咸丰朝朱批奏折；档号待核,2026-08-13,朱批原件照片。,档号、具奏人、朱批全文,奏折朱批,朱批；红笔；奏折；咸丰,朝服里没有圆明园。折子上才有军务和日常。红笔是他的，不要把后来的评价写进这几个字里。,朱笔批在折面。具体字以原件为准。,,
QH-V-E10C,QH-E-10,爱新觉罗·载淳,载湉入承大统诏（同治十三年）,上谕／诏书,1874,清廷,https://commons.wikimedia.org/wiki/File:Edict_of_Tongzhi_Emperor_in_1874.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Edict_of_Tongzhi_Emperor_in_1874.jpg/960px-Edict_of_Tongzhi_Emperor_in_1874.jpg,Public domain,绿,是,是,文件中文题「载湉入承大统诏」；同治十三年,2026-08-13,诏书原件照片。不是同治亲笔诗稿，是朝廷文书。,原件档号；两宫懿旨与诏书形成过程,奏折朱批,诏书；入承大统；载湉；同治十三年,同治没有儿子。这份诏让堂弟载湉来当皇帝，也就是后来的光绪。六岁皇帝的朝服像读不出这件事，文书里才有。,文件题「载湉入承大统诏」。全文以原件为准。,,
QH-V-E11C,QH-E-11,爱新觉罗·载湉,光绪朝朱批奏折,朱批奏折,光绪朝,具奏官员；载湉朱批,https://commons.wikimedia.org/wiki/File:%E6%B8%85%E6%9C%9D%E7%9A%87%E5%B8%9D%E7%A1%83%E6%89%B9%E5%A5%8F%E6%91%BA_-_Guangxu_Emperor_01.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1f/%E6%B8%85%E6%9C%9D%E7%9A%87%E5%B8%9D%E7%A1%83%E6%89%B9%E5%A5%8F%E6%91%BA_-_Guangxu_Emperor_01.jpg,Public domain,绿,是,是,文件页标为光绪朝朱批奏折；档号待核,2026-08-13,朱批原件照片。亲政前后的批笔须另核。,档号、具奏人、是否亲政期亲批,奏折朱批,朱批；红笔；奏折；光绪,朝服仍是绘画。常服照片是容貌。红笔才是日常批折。戊戌、庚子不会写在这张折的题名上。,朱笔批在折面。具体字以原件为准。,,
QH-V-E11D,QH-E-11,爱新觉罗·载湉,兴学育才上谕（光绪年间）,上谕陈列照片,光绪年间文书；照片2023,清廷；Windmemories 摄影,https://commons.wikimedia.org/wiki/File:20230217_Imperial_Edict_for_Establishing_Schools_and_Cultivating_Talents.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/20230217_Imperial_Edict_for_Establishing_Schools_and_Cultivating_Talents.jpg/960px-20230217_Imperial_Edict_for_Establishing_Schools_and_Cultivating_Talents.jpg,CC BY-SA 4.0,绿,是,是,文件题兴学育才上谕；光绪年间新政文书,2026-08-13,陈列中的上谕照片。朝廷文书，不一定是载湉亲笔。,原件年代、是否光绪亲笔、与学堂章程的对应,奏折朱批,上谕；兴学；新政；诏书形制,看见的是「诏」长什么样：黄纸、满汉文、印。兴学堂是新政里的事。谁执笔、太后当时管到哪一步，不能从这张陈列照读出来。,兴学育才类上谕。全文以原件为准。,,
QH-V-E12C,QH-E-12,爱新觉罗·溥仪,清帝退位诏书（文本）,退位诏书文本,1912-02-12,清廷；隆裕太后懿旨系统,https://zh.wikisource.org/wiki/%E6%B8%85%E5%B8%9D%E9%80%80%E4%BD%8D%E8%AF%8A%E4%B9%A6,,Public domain,黄,仅保存短引文,仅外链,通行文本见维基文库；原件照片待核权后另挂,2026-08-13,黄色资源。先读文本。原件手稿照片还没找到可嵌入的绿图。,原件藏地与可嵌入照片；满汉文本差异,奏折朱批,退位诏书；1912；懿旨；文本,清朝最后一份诏。六岁即位的人，退位时仍是孩子。诏用隆裕太后懿旨的口气，不是他本人起草的手稿。,朕钦奉隆裕皇太后懿旨：前因民军起事，各省响应……特率皇帝将统治权公诸全国，定为共和立宪国体。全文见维基文库，以原件为准。,,
QH-V-E04F,QH-E-04,爱新觉罗·玄烨,康熙南巡图卷七局部（无锡至苏州）,宫廷纪行长卷局部,康熙中后期；王翚等绘,王翚等,https://commons.wikimedia.org/wiki/File:%E5%BA%B7%E7%86%99%E5%8D%97%E5%B7%A1%E5%9B%BE%E7%AC%AC%E4%B8%83%E5%8D%B7%E5%B1%80%E9%83%A8.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/%E5%BA%B7%E7%86%99%E5%8D%97%E5%B7%A1%E5%9B%BE%E7%AC%AC%E4%B8%83%E5%8D%B7%E5%B1%80%E9%83%A8.jpg/960px-%E5%BA%B7%E7%86%99%E5%8D%97%E5%B7%A1%E5%9B%BE%E7%AC%AC%E4%B8%83%E5%8D%B7%E5%B1%80%E9%83%A8.jpg,Public domain,绿,是,是,文件题为南巡图卷七局部；皇帝本人在长卷里往往只是行列中的一点,2026-08-13,其他真迹。王翚等绘南巡长卷的局部。不是朝服定妆，也不能当成某一天的写生新闻。,此局部对应全卷哪一段、画中御舟/仪仗是否可指认康熙本人,其他真迹,南巡；长卷；王翚；仪仗与河岸；非近身肖像,朝服像是坐在宝座上。这张长卷把他放进路上：河、船、城、人。康熙六次南巡，宫廷后来画成十二卷。局部只能说明‘有这么一套纪行画’，不能当成某年某日的现场速写。人在画里往往很小。,,朝服是坐着的。这张长卷里，他在路上。,
QH-V-E04G,QH-E-04,爱新觉罗·玄烨,康熙帝马上出行像,宫廷出行/戎装骑马像,康熙时期或稍后,佚名宫廷画家,https://commons.wikimedia.org/wiki/File:The_Emperor_travelling_on_horse.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/The_Emperor_travelling_on_horse.jpg/960px-The_Emperor_travelling_on_horse.jpg,Public domain,绿,是,是,文件页标为康熙马上出行；原作馆藏与画题待核,2026-08-13,其他真迹。马上出行，不是朝会坐像。人物认定目前主要依据文件题名。,原作馆藏号、画题，以及是否与木兰/巡幸图系统为同一稿,其他真迹,骑马；出行；侍从；非朝服坐像,朝服是宝座。这张是马背上。侍从、旗帜和地形说明它是出行或巡幸视觉，用来补‘满洲皇帝也会上路’这一面。它仍是宫廷制作，不是某次出巡的照片。,,朝服是宝座。这张是马背上。,
QH-V-E04H,QH-E-04,爱新觉罗·玄烨,康熙五十七年两广总督杨琳奏十三行事,奏折原件照片,康熙五十七年,杨琳具奏；玄烨朱批,https://commons.wikimedia.org/wiki/File:%E5%BA%B7%E7%86%99%E4%BA%94%E5%8D%81%E4%B8%83%E5%B9%B4%E5%85%A9%E5%BB%A3%E7%B8%BD%E7%9D%A3%E6%A5%8A%E7%90%B3%E9%97%9C%E6%96%BC%E5%8D%81%E4%B8%89%E8%A1%8C%E7%9A%84%E5%A5%8F%E6%8A%98.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/%E5%BA%B7%E7%86%99%E4%BA%94%E5%8D%81%E4%B8%83%E5%B9%B4%E5%85%A9%E5%BB%A3%E7%B8%BD%E7%9D%A3%E6%A5%8A%E7%90%B3%E9%97%9C%E6%96%BC%E5%8D%81%E4%B8%89%E8%A1%8C%E7%9A%84%E5%A5%8F%E6%8A%98.jpg/960px-%E5%BA%B7%E7%86%99%E4%BA%94%E5%8D%81%E4%B8%83%E5%B9%B4%E5%85%A9%E5%BB%A3%E7%B8%BD%E7%9D%A3%E6%A5%8A%E7%90%B3%E9%97%9C%E6%96%BC%E5%8D%81%E4%B8%89%E8%A1%8C%E7%9A%84%E5%A5%8F%E6%8A%98.jpg,Public domain,绿,是,是,文件题康熙五十七年杨琳奏十三行；广州市国家档案馆公布件,2026-08-13,朱批奏折原件照片。黑字是总督写的。红笔才是皇帝批的。具体朱批文字对着原件读，不在这里臆录。,档号、朱批全文、与粤海关/十三行制度条文的对应,奏折朱批,奏折；十三行；两广总督杨琳；康熙五十七年；朱笔,朝服读不出广东的买卖。这件折子把十三行写进了康熙朝的日常。折子是臣工的，红笔才是玄烨留下的字。广州公布的是原件照片，不是后来的刻本。,康熙五十七年，两广总督杨琳奏广东十三行事。朱笔批在折面。具体字以原件为准，此处不臆录。,朝服读不出十三行。折子上才有广东的买卖。,
QH-V-E05F,QH-E-05,爱新觉罗·胤禛,雍正帝洋装猎虎图,宫廷扮装/行乐图,雍正年间；照片依 Commons 文件页,佚名宫廷画家；照片见 Commons 文件页,https://commons.wikimedia.org/wiki/File:Portrait_de_l%27empereur_Yongzheng_en_costume_europ%C3%A9en.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c2/Portrait_de_l%27empereur_Yongzheng_en_costume_europ%C3%A9en.jpg,CC BY-SA 4.0,绿,是,是,文件题雍正洋装猎虎；属行乐图册系统,2026-08-13,其他真迹。不是朝服定妆。照片许可是 CC BY-SA 4.0，须按 Commons 文件页署名。,对应行乐图册哪一开、原作馆藏号,其他真迹,洋装；猎虎；扮装；行乐图,朝服是龙袍。这张开里他穿着洋装打虎。宫廷允许皇帝被画成道士、洋人、猎手，那是趣味和自我形象实验，不能拿来说明他真的去欧洲打过猎。默认头像仍用朝服。,,朝服是龙袍。这张开里他穿着洋装打虎。,
QH-V-E05G,QH-E-05,爱新觉罗·胤禛,《硃批谕旨》御制序（雍正十年三月初一日）,官刻汇编卷首谕旨,雍正十年三月初一日；乾隆三年刻本告成,胤禛,https://zh.wikisource.org/wiki/%E7%A1%83%E6%89%B9%E8%AB%AD%E3%AB%96_(%E5%9B%9B%E5%BA%AB%E5%85%A8%E6%9B%B8%E6%9C%AC),,Public domain,黄,仅保存短引文与书目,仅外链,四库本《硃批谕旨》卷首御笔；刻本有删选，不等于宫中档全宗,2026-08-13,黄色资源。先读他自己怎么说批折。原折图像外链清档，不镜像。,序文与宫中档原折批语的异同；所选十分之二三如何取舍,奏折朱批,硃批谕旨；御制序；雍正十年；灯下批折；刻本选编,朝服读不出他每天在干什么。这篇序是他自己写给刻本的：折子封到他面前，亲自看、亲自批，不假手于人。灯下批到二鼓三鼓。后面印出来的只是缴回朱批里检出来的十分之二三，不是全部原折。,此等奏折皆本人封达朕前，朕亲自览阅亲笔批发。一字一句皆出朕之心思，无一件假手于人，亦无一人赞襄于侧。雍正六年以前，昼则延接廷臣引见官弁，傍晚观览本章，灯下批阅奏折，每至二鼓三鼓。雍正十年三月初一日御笔。据维基文库四库本《硃批谕旨》卷首。刻本有删选，不等于宫中档原折。,灯下批折，写到二鼓三鼓。他自己说没假手于人。,
QH-V-E05H,QH-E-05,爱新觉罗·胤禛,朱批孙继宗摺：所奏知道了（兼问不识字）,硃批谕旨刻本转引,雍正四年前后；乾隆刻本,孙继宗具奏；胤禛朱批,https://zh.wikisource.org/wiki/%E7%A1%83%E6%89%B9%E8%AB%AD%E3%AB%96_(%E5%9B%9B%E5%BA%AB%E5%85%A8%E6%9B%B8%E6%9C%AC)/%E5%8D%B7117,,Public domain,黄,仅保存短引文与书目,仅外链,四库本卷117著录；须对照宫中档原折后才能升级为原件,2026-08-13,黄色资源。这是刻本里的朱批，不是网上段子。原折图像仍须回清档。,宫中档原折档号、朱笔位置，以及与年羹尧案时间线的对应,奏折朱批,孙继宗；知道了；不识字；年羹尧；刻本朱批,先写知道了，再说潘之善是好员，接着问：朕近日闻尔竟不识字，折子怎么写这么顺。这是雍正批折的口气，不是后人编的毒舌段子。,所奏知道了。潘之善实系好员。朕近日闻尔竟不识字，何乃一切摺奏如此通顺妥当耶。据维基文库四库本《硃批谕旨》卷117。刻本转引，不等于宫中档原折。,先说知道了，再问你不是不识字吗，折子怎么写这么顺。,
QH-V-E06I,QH-E-06,爱新觉罗·弘历,乾隆帝文殊菩萨装像,宫廷宗教化身像,乾隆时期,郎世宁传统／清宫造办处系统,https://commons.wikimedia.org/wiki/File:Portrait_of_the_Qianlong_emperor_as_the_bodhisattva_Manjushri.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Portrait_of_the_Qianlong_emperor_as_the_bodhisattva_Manjushri.jpg/960px-Portrait_of_the_Qianlong_emperor_as_the_bodhisattva_Manjushri.jpg,Public domain,绿,是,是,文件题乾隆为文殊；与普宁寺喇嘛装唐卡不是同一件,2026-08-13,其他真迹。文殊化身像，不是朝服定妆。佛装唐卡另见 QH-V-E06B。,馆藏号（Freer 等）、满汉蒙藏题记与制作年代,其他真迹,文殊；唐卡；化身；藏传佛教视觉政治,朝服是皇帝。这张是文殊菩萨。他要用这身装束面对藏传佛教世界。普宁寺那张喇嘛装是另一件，不要并成一张图。两张都不是生活照。,,朝服是皇帝。这张是文殊菩萨。,
QH-V-E06J,QH-E-06,爱新觉罗·弘历,乾隆帝半身冬装像,宫廷便服半身像,乾隆中年；照片依 Commons 文件页,传郎世宁；照片 ahxxm,https://commons.wikimedia.org/wiki/File:%E4%B9%BE%E9%9A%86%E5%8D%8A%E8%BA%AB%E5%86%AC%E8%A3%85%E5%83%8F-%E9%83%8E%E4%B8%96%E5%AE%81.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/%E4%B9%BE%E9%9A%86%E5%8D%8A%E8%BA%AB%E5%86%AC%E8%A3%85%E5%83%8F-%E9%83%8E%E4%B8%96%E5%AE%81.jpg/960px-%E4%B9%BE%E9%9A%86%E5%8D%8A%E8%BA%AB%E5%86%AC%E8%A3%85%E5%83%8F-%E9%83%8E%E4%B8%96%E5%AE%81.jpg,CC BY-SA 4.0,绿,是,是,文件题乾隆半身冬装；画者与原作馆藏待核,2026-08-13,其他真迹。便服半身，不是朝袍正像。照片许可 CC BY-SA 4.0，须署名 Commons 文件页作者 ahxxm。,是否郎世宁亲笔、原作藏地、左眉细节是否原状,其他真迹,冬装；半身；便服；八字须；西洋画法,朝服是龙袍正脸。这张冬衣半身，已经蓄须。宫廷油画半身像比朝服轴更接近‘看见这个人’，仍是绘画，不是照片。左眉如何画，文件页有说法，须回原作。,,朝服是龙袍正脸。这张冬衣半身，已经蓄须。,
QH-V-E06K,QH-E-06,爱新觉罗·弘历,乾隆帝朝服像（晚年近景）,历史宫廷朝服像局部,乾隆晚期或稍后,清宫画家,https://commons.wikimedia.org/wiki/File:Portrait_of_the_Qianlong_Emperor_in_Court_Dress.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Portrait_of_the_Qianlong_Emperor_in_Court_Dress.jpg,Public domain,绿,是,是,文件题名作朝服像；画面为腰以上近景,2026-08-13,其他真迹。半身近景，源图没有脚，不能当十二帝网格默认图。全身轴见 QH-V-E06。,与缪炳泰晚年朝服全身轴、郎世宁 1736 年轴的关系,其他真迹,明黄龙袍；冬朝冠；半身近景；无下半身；晚年容貌,袍和冠仍是朝服，人已经老了。这张从腰以上裁开，源文件里就没有脚，不是网页把下半身切掉的。网格默认改用全身轴。,,,
