Assertion ID,主张类型,主体 ID,谓词/关系,客体 ID 或值,原始时间表达,公历下界,公历上界,确定性,状态,来源实体 ID,卷页/档号/图像定位,支持引文,证据立场,证据直接性,证据强度,来源家族 ID,冲突组 ID,获取方式,录入人,复核人,编辑备注
QH-A-KX-0060,身份或关系,QH-P-000005,table_birth_order,圣祖第三子,清史稿卷164圣祖系（表无生年）,1661-02-07,1722-12-20,确定,审核中,QH-SU-QSG-0164,卷164；圣祖系；胤祉行,胤祉〈聖祖第三子。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,表序第三。下一号第四子在本卷无行。公历不是生卒。
QH-A-KX-0061,文字或数值陈述,QH-P-000002,absent_from_volume,清史稿卷164圣祖系无第四子行,清史稿卷164圣祖系（表无生年）,1661-02-07,1722-12-20,确定,审核中,QH-SU-QSG-0164,卷164；圣祖系；第一子至第五子之间,胤祉〈聖祖第三子。……胤祺〈聖祖第五子。,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-PRINCE-ORDER,结构化导入,AI,,卷164在第三子与第五子之间跳号。不是证明康熙无第四子。实录和后妃传称皇四子/世宗。皇子世表按帝系分卷，第四子即后来世宗，子孙见卷165。
QH-A-KX-0062,身份或关系,QH-P-000062,table_birth_order,圣祖第六子,清史稿卷164圣祖系（表无生年）,1661-02-07,1722-12-20,确定,审核中,QH-SU-QSG-0164,卷164；圣祖系；胤祚行,胤祚〈聖祖第六子。早卒〉,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,入序而早卒。六岁殇只见于后妃传孝恭条，不写进本条。公历不是生卒。
QH-A-KX-0063,身份或关系,QH-P-000061,table_birth_order,圣祖第七子,清史稿卷164圣祖系（表无生年）,1661-02-07,1722-12-20,确定,审核中,QH-SU-QSG-0164,卷164；圣祖系；胤祐行,胤祐〈聖祖第七子。康熙三十九年封貝勒，四十八年晉淳郡王，雍正元年晉淳親王，八年薨，諡曰度〉,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,与实录崩逝条皇七子淳郡王允祐对应。世表用胤祐。公历不是生卒。
QH-A-KX-0064,文字或数值陈述,QH-P-000012,named_in_table_as,胤禎,清史稿卷164圣祖系（表无生年）,1661-02-07,1722-12-20,确定,审核中,QH-SU-QSG-0164,卷164；圣祖系；第十四子行,胤禎〈聖祖第十四子。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,世表此行用胤禎。人物档规范名为胤禵，并记原名胤祯。三层名字并存。不能把此条写成传位十四子。
QH-A-KX-0065,身份或关系,QH-P-000071,listed_as_early_deceased,圣祖子早薨未入序,清史稿卷164圣祖系（表无生年）,1661-02-07,1722-12-20,确定,审核中,QH-SU-QSG-0164,卷164；圣祖系卷末早薨列,承瑞〈聖祖子，早薨〉,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-PRINCE-ORDER,结构化导入,AI,,世表不给第N子号。后妃传称其为圣祖长子。两说并存，不与胤禔合并。
QH-A-KX-0066,文字或数值陈述,QH-P-000071,described_as_eldest_son,圣祖长子,清史稿卷214荣妃条（无生年）,1661-02-07,1722-12-20,确定,审核中,QH-SU-QSG-0214,卷214；荣妃马佳氏,承瑞，為聖祖長子，四歲殤,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-PRINCE-ORDER,结构化导入,AI,,后妃传自然序口径。世表第一子是胤禔。长子与第一子不是自动等同。四岁殇的具体年月日待玉牒。
QH-A-KX-0067,身份或关系,QH-P-000072,listed_as_early_deceased,圣祖子早薨未入序,清史稿卷164圣祖系（表无生年）,1661-02-07,1722-12-20,确定,审核中,QH-SU-QSG-0164,卷164；圣祖系卷末早薨列,承祐〈聖祖子，早薨〉,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,后妃传孝诚子二：承祐四岁殇、允礽。十三年五月丙寅所生皇二子是允礽，不是承祐。
QH-A-KX-0068,身份或关系,QH-P-000013,adopted_out_to,博果铎之后,清史稿卷164圣祖系（表无生年）,1661-02-07,1722-12-20,确定,审核中,QH-SU-QSG-0164,卷164；圣祖系；胤禄行,胤祿〈聖祖第十六子，嗣博果鐸後。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,世表明记过继。生物父子仍是圣祖第十六子口径。两层关系必须分栏。博果铎尚未建档。
QH-A-KX-0069,身份或关系,QH-P-000001,father_of_in_table,卷164圣祖系入序23人加早薨11人，缺第四子行,清史稿卷164圣祖系（表无生年）,1661-02-07,1722-12-20,较确定,审核中,QH-SU-QSG-0164,卷164；圣祖系全表,聖祖第一子……聖祖第二十四子……承瑞〈聖祖子，早薨〉,支持,综合计数,中,QH-SF-QSG,QH-CF-KX-PRINCE-ORDER,结构化导入,AI,,本条是对已打开卷164的结构计数，不是玉牒35子结论。加上本卷缺号的第四子胤禛，才是通行35子口径。早夭与齿序随来源变化，不得压成一个排行。
QH-A-KX-0070,事件发生,QH-P-000004,invested_as_heir,皇太子,康熙十四年十二月丙寅,1676-01-27,1676-01-27,确定,审核中,QH-SU-QSG-0006,卷6；康熙十四年十二月丙寅,十二月丙寅，立皇子胤礽為皇太子，頒詔中外，加恩肆赦。,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-INVEST-DAY,结构化导入,AI,,本纪六作十二月丙寅。列传卷220作十二月乙丑。两说并存，不择一。十二月已入公历1676年。换算依与四年九月辛卯、十三年五月丙寅同一历法对照，待独立历法库复核。不得把六月择吉下谕写成册立当日。
QH-A-KX-0071,事件发生,QH-P-000004,invested_as_heir,皇太子,康熙十四年十二月乙丑,1676-01-26,1676-01-26,确定,审核中,QH-SU-QSG-0220,卷220；理密亲王允礽传,康熙十四年十二月乙丑，聖祖以太皇太后、皇太后命立為皇太子。,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-INVEST-DAY,结构化导入,AI,,列传作乙丑，并记以太皇太后、皇太后命。本纪六作丙寅。冲突组保留。太皇太后命是否另有实录六月谕，本条未打开，不补写。
QH-A-KX-0072,事件发生,QH-P-000004,arrested_as_heir,宣示罪状拘执送京幽禁,康熙四十七年九月丁丑,1708-10-17,1708-10-17,确定,审核中,QH-SU-QSG-0008,卷8；康熙四十七年九月丁丑,丁丑，召集廷臣行宮，宣示皇太子胤礽罪狀，命拘執之，送京幽禁。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,前一日乙亥驻布尔哈苏台。拘执与丁酉颁废不是同一天。本纪未逐条罗列罪状原文，不得从影视或百科补写。列传另有即日执允礽、命允禔监之，不并入本条。
QH-A-KX-0073,事件发生,QH-P-000004,deposed_as_heir,废皇太子颁示天下,康熙四十七年九月丁酉,1708-11-06,1708-11-06,确定,审核中,QH-SU-QSG-0008,卷8；康熙四十七年九月丁酉,丁酉，廢皇太子胤礽，頒示天下。,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-DEPOSE-YEAR,结构化导入,AI,,本纪明记四十七年九月丁酉颁废。世表作四十六年废。两说并存。己丑还京在丁丑之后、丁酉之前，不把还京写成废太子日。
QH-A-KX-0074,文字或数值陈述,QH-P-000004,deposed_as_heir,废皇太子,康熙四十六年,1707-02-03,1708-01-22,确定,审核中,QH-SU-QSG-0164,卷164；圣祖系；第二子行,康熙十四年立爲皇太子，四十六年廢，四十八年復立，五十一年復廢。,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-DEPOSE-YEAR,结构化导入,AI,,世表年无干支日。本纪八作四十七年九月废。公历为康熙四十六年整年起止。不得为了整齐改成四十七年。
QH-A-KX-0075,事件发生,QH-P-000007,stripped_of_title,贝勒,康熙四十七年十月甲辰,1708-11-13,1708-11-13,确定,审核中,QH-SU-QSG-0008,卷8；康熙四十七年十月甲辰,冬十月甲辰，削貝勒胤禩爵。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,本纪只记削爵。不得据此写成八爷党夺嫡或已定罪名。同月庚子复贝勒是十一月事，见另条时间轴，不并入本日。
QH-A-KX-0076,事件发生,QH-P-000003,stripped_of_title,直郡王；幽之,康熙四十七年十一月癸酉朔,1708-12-12,1708-12-12,确定,审核中,QH-SU-QSG-0008,卷8；康熙四十七年十一月癸酉朔,十一月癸酉朔，削直郡王胤禔爵，幽之。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,本纪同日削爵并幽之。镇魇细节见列传，不并入本条写成已核动机。
QH-A-KX-0077,事件发生,QH-P-000004,petitioned_reinstatement,劳之辨奏保废太子被夺职杖之,康熙四十七年十一月辛巳,1708-12-20,1708-12-20,确定,审核中,QH-SU-QSG-0008,卷8；康熙四十七年十一月辛巳,辛巳，副都御史勞之辨奏保廢太子，奪職杖之。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,劳之辨尚未建人物档。本条只证明本纪有奏保被杖，不是第四次废立。
QH-A-KX-0078,事件发生,QH-P-000007,proposed_as_heir,皇太子；上不可,康熙四十七年十一月丙戌,1708-12-25,1708-12-25,确定,审核中,QH-SU-QSG-0008,卷8；康熙四十七年十一月丙戌,丙戌，召集廷臣議建儲貳。阿靈阿、鄂倫岱、揆敘、王鴻緒及諸大臣以皇八子胤禩請，上不可。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,本纪记请立与上不可。不得合成八爷党夺嫡。阿灵阿等尚未逐人建档。庚子复胤禩贝勒是另日。
QH-A-KX-0079,事件发生,QH-P-000004,released_from_confinement,释废太子,康熙四十七年十一月戊子,1708-12-27,1708-12-27,确定,审核中,QH-SU-QSG-0008,卷8；康熙四十七年十一月戊子,戊子，釋廢太子胤礽。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,释放不是复立。次日己丑王大臣请复立，本纪未记当日允准。复立在四十八年三月辛巳。
QH-A-KX-0080,事件发生,QH-P-000004,reinstated_as_heir,皇太子,康熙四十八年三月辛巳,1709-04-19,1709-04-19,确定,审核中,QH-SU-QSG-0008,卷8；康熙四十八年三月辛巳,三月辛巳，復立胤礽為皇太子，昭告宗廟，頒詔天下。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,本纪与列传均作三月辛巳。十月戊午册封诸王贝勒是另事，不得写成九子夺嫡开始。
QH-A-KX-0081,事件发生,QH-P-000004,deposed_as_heir,复以罪废锢于咸安宫,康熙五十一年九月庚戌,1712-10-29,1712-10-29,确定,审核中,QH-SU-QSG-0008,卷8；康熙五十一年九月庚戌,九月庚戌，上奉皇太后還宮。皇太子胤礽復以罪廢，錮於咸安宮。,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-DEPOSE2-MONTH,结构化导入,AI,,本纪作九月庚戌废并锢咸安宫。列传作五十一年十月复废。告庙在十一月丁未，不并入本日。罪名本条只写复以罪废，不补狂疾诊断。
QH-A-KX-0082,事件发生,QH-P-000004,deposed_as_heir,复废太子禁锢咸安宫,康熙五十一年十月,1712-10-30,1712-11-27,确定,审核中,QH-SU-QSG-0220,卷220；理密亲王允礽传,五十一年十月，复廢太子，禁錮咸安宮。,支持,明确记载,中,QH-SF-QSG,QH-CF-KX-DEPOSE2-MONTH,结构化导入,AI,,列传只到月。本纪作九月庚戌。公历为康熙五十一年十月整月。两说并存，不择一。
QH-A-KX-0083,事件发生,QH-P-000004,announced_deposition_at_temple,复废皇太子告庙宣示天下,康熙五十一年十一月丁未,1712-12-25,1712-12-25,确定,审核中,QH-SU-QSG-0008,卷8；康熙五十一年十一月丁未,丁未，以復廢皇太子胤礽告廟，宣示天下。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,告庙宣示与九月庚戌废锢不是同一天。不得把告庙日写成再废当日。
QH-A-KX-0084,事件发生,QH-P-000004,petitioned_reinstatement,朱天保请复立被诛,康熙五十七年二月癸卯,1718-03-25,1718-03-25,确定,审核中,QH-SU-QSG-0008,卷8；康熙五十七年二月癸卯,檢討朱天保上疏請復立胤礽為皇太子，上於行宮親訊之曰：「爾何知而違旨上奏？」朱天保曰：「臣聞之臣父，臣父令臣言之。」上曰：「此不忠不孝之人也。」命誅之。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,附属事件，不是第四次废立。朱天保尚未建人物档。列传另有戴保等连坐，不并入本纪此条。
QH-A-KX-0085,事件发生,QH-P-000001,stationed_at,布尔哈苏台,康熙四十七年九月乙亥,1708-10-15,1708-10-15,确定,审核中,QH-SU-KX-0234A,卷234；康熙四十七年九月二日；1/2,是日、上駐蹕布爾哈蘇台。,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,同条前有十八阿哥病「諒已無濟」谕，不得写成废太子原因。允祄薨见丁丑第2/2条。韩国页面仅标1708年。公历依与丁丑1708-10-17同一历法对照，待独立历法库复核。
QH-A-KX-0086,事件发生,QH-P-000004,arrested_as_heir,命跪后即行拘执,康熙四十七年九月丁丑,1708-10-17,1708-10-17,确定,审核中,QH-SU-KX-0234B,卷234；康熙四十七年九月四日；1/2,命皇太子允礽跪。……著將允礽即行拘執。,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,实录用允礽。与本纪丁丑拘执同日，详于本纪。上谕「生而剋母」只记为用语，不得写成已核事实。同日第2/2条允祄薨不得并入本条。韩国页面仅标1708年。
QH-A-KX-0087,文字或数值陈述,QH-P-000001,stated_not_to_invest,无意立允禔为皇太子,康熙四十七年九月丁丑,1708-10-17,1708-10-17,确定,审核中,QH-SU-KX-0234B,卷234；康熙四十七年九月四日；1/2,朕前命直郡王允禔、善護朕躬、並無欲立允禔為皇太子之意。,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,这是拘执当日上谕的否定句，不是后来削胤禔爵。不得据此写成已选定他人。韩国页面仅标1708年。
QH-A-KX-0088,事件发生,QH-P-000015,died_on,薨,康熙四十七年九月丁丑,1708-10-17,1708-10-17,确定,审核中,QH-SU-KX-0234C,卷234；康熙四十七年九月四日；2/2,皇子允祄薨。,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,同日不同条。不得写成因为允祄死所以废太子。乙亥条只记病「諒已無濟」，薨日以本条为准。韩国页面仅标1708年。
QH-A-KX-0089,事件发生,QH-P-000004,deposed_as_heir,废皇太子颁诏天下,康熙四十七年九月丁酉,1708-11-06,1708-11-06,确定,审核中,QH-SU-KX-0234D,卷234；康熙四十七年九月二十四日；1/2,丁酉。以廢皇太子允礽。頒詔天下。,支持,明确记载,强,QH-SF-QSL-KX,QH-CF-KX-DEPOSE-YEAR,结构化导入,AI,,实录与本纪均作四十七年九月丁酉。世表作四十六年废。两说并存。诏文「狂易成疾」只记为用语，不得写成已核诊断。韩国页面仅标1708年。
QH-A-KX-0090,文字或数值陈述,QH-P-000004,edict_stated_ritual_date,九月十八日告祭废黜拘禁,康熙四十七年九月丁酉诏文所记,1708-11-06,1708-11-06,确定,审核中,QH-SU-KX-0234D,卷234；康熙四十七年九月二十四日；1/2；诏文,於康熙四十七年九月十八日、奉皇太后慈命、告祭天地、太廟、社稷。特廢黜拘禁。,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,这是丁酉颁诏文本的自述日期，不是丁丑拘执日，也不是丁酉颁诏日。十八日条次本轮未打开，不另建事件。公历字段用颁诏日，不是十八日换算。韩国页面仅标1708年。
QH-A-KX-0091,文字或数值陈述,QH-P-000003,reported_in_edict,欲诛允礽不必出自皇父之手,康熙四十七年九月戊戌,1708-11-07,1708-11-07,确定,审核中,QH-SU-KX-0234E,卷234；康熙四十七年九月二十五日；1/2,拘禁允礽時。允禔奏、允礽所行卑污、大失人心。……今欲誅允礽。不必出自皇父之手。,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,这是上谕转述允禔曾奏，不是当场对质全文。相面人张明德、允禩后必大贵均为转述内容，不得写成已核预言或八爷党已证。镇魇仍以列传为另源。韩国页面仅标1708年。
QH-A-KX-0092,事件发生,QH-P-000004,reinstated_as_heir,授册宝复立为皇太子,康熙四十八年三月辛巳,1709-04-19,1709-04-19,确定,审核中,QH-SU-KX-0237A,卷237；康熙四十八年三月十日；1/3,授皇太子允礽冊寶。復立為皇太子。,支持,明确记载,强,QH-SF-QSL-KX,,结构化导入,AI,,实录与本纪均作三月辛巳。同条并记复封皇太子妃。当日1/3；2/3有硃书称今日乃立皇太子吉日，未拆入本条。韩国页面仅标1709年。
QH-A-KX-0093,文字或数值陈述,QH-P-000001,father_of_in_princess_table,卷166圣祖亲生女二十人，另附抚育一女,清史稿卷166公主表圣祖系（表无统一生年）,1668-02-12,1736-02-11,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第一女至第二十女；抚弟常宁第一女,聖祖第一女……聖祖第二十女……聖祖撫弟恭親王常寧第一女,支持,综合计数,中,QH-SF-QSG,,结构化导入,AI,,本条是对已打开卷166的结构计数，不是玉牒二十女结论。抚育女不计入亲生二十。未封十二、受封八。公历用第一女生年所在康熙七年起，至第六女薨年雍正十三年止，不是全表精确起迄。
QH-A-KX-0094,身份或关系,QH-P-000021,table_daughter_order,圣祖第三女,清史稿卷166第三女行,1673-02-16,1728-01-28,确定,审核中,QH-SU-QSG-0166,卷166；圣祖第三女,聖祖第三女　榮妃馬佳氏生,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,表序第三女。生母候选荣妃马佳氏 QH-P-000027。这是公主表序齿，不是玉牒自然序。公历用表内生薨年所在年号起迄，待历法库复核。
QH-A-KX-0095,事件发生,QH-P-000021,invested_as_princess,和硕荣宪公主,清史稿卷166第三女行（初封无年月）,1673-02-16,1709-02-09,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第三女；封,初封和碩榮憲公主，四十八年進封固倫榮憲公主。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,初封是和硕，不是固伦。初封年月未记，公历上界用进封前一年康熙四十七年止。册文未见。
QH-A-KX-0096,事件发生,QH-P-000021,advanced_as_princess,固伦荣宪公主,康熙四十八年,1709-02-10,1710-01-29,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第三女；进封,四十八年進封固倫榮憲公主。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,原纪年只到年。不得把固伦倒写成康熙十二年出生时的称号。
QH-A-KX-0097,事件发生,QH-P-000021,married_to,乌尔衮,康熙三十年六月,1691-01-29,1692-02-15,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第三女；下嫁,康熙三十年六月，下嫁烏爾袞,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,额驸乌尔衮尚未建档。月份未换算到日，公历用康熙三十年整年，待历法库复核。
QH-A-KX-0098,事件发生,QH-P-000021,born_on,生,康熙十二年五月,1673-02-16,1674-02-05,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第三女；生薨,康熙十二年五月生,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,只到月。公历用康熙十二年整年。不是玉牒出生证明。
QH-A-KX-0099,事件发生,QH-P-000021,died_on,薨,雍正六年四月,1728-02-10,1729-01-28,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第三女；生薨,雍正六年四月薨，年五十六,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,年龄五十六仅此表。公历用雍正六年整年。
QH-A-KX-0100,事件发生,QH-P-000107,invested_as_princess,和硕端静公主,清史稿卷166第五女行（封号无年月）,1674-02-06,1710-01-29,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第五女；封,和碩端靜公主,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,本表未记进固伦。册封年月日待实录。公历用生年至薨年所在年号起迄。
QH-A-KX-0101,事件发生,QH-P-000108,invested_as_princess,和硕恪靖公主,康熙四十五年,1706-02-13,1707-02-02,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第六女；封,康熙四十五年，封和碩恪靖公主。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,此前作初封和硕公主，无封号。固伦见雍正元年另条。
QH-A-KX-0102,事件发生,QH-P-000108,advanced_as_princess,固伦恪靖公主,雍正元年,1723-02-05,1724-01-24,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第六女；进封,雍正元年，進固倫恪靖公主,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,固伦是雍正朝进封，不得写成康熙朝称号。
QH-A-KX-0103,身份或关系,QH-P-000109,table_daughter_order,圣祖第七女；未封,康熙二十一年六月生，八月殇,1682-02-07,1683-01-26,确定,审核中,QH-SU-QSG-0166,卷166；圣祖第七女,聖祖第七女　孝恭仁皇后生　未封　康熙二十一年六月生，八月殤,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,生母候选孝恭 QH-P-000025。当时她是德妃，不是皇后。表用最终谥号称生母，不得倒写成康熙二十一年皇后。
QH-A-KX-0104,身份或关系,QH-P-000110,table_daughter_order,圣祖第八女；未封,康熙二十二年六月生，闰八月殇,1683-01-27,1684-02-14,确定,审核中,QH-SU-QSG-0166,卷166；圣祖第八女,聖祖第八女　孝懿仁皇后生　未封　康熙二十二年六月生，閏八月殤,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,生母候选孝懿 QH-P-000024。生年在二十八年册后之前，当时不是皇后。
QH-A-KX-0105,事件发生,QH-P-000111,invested_as_princess,和硕温宪公主,清史稿卷166第九女行（封号无年月）,1683-01-27,1702-01-27,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第九女；封,和碩溫憲公主。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,康熙朝最高封号是和硕。追进固伦见另条。
QH-A-KX-0106,事件发生,QH-P-000111,posthumously_advanced_as,固伦温宪公主,雍正元年,1723-02-05,1724-01-24,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第九女；追进,雍正元年，追進固倫溫憲公主,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,表文明写追进。第九女已于康熙四十一年七月薨。不得写成生前进固伦。
QH-A-KX-0107,事件发生,QH-P-000111,married_to,舜安颜,康熙三十九年九月,1700-02-19,1701-02-07,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第九女；下嫁,康熙三十九年九月，下嫁舜安顏,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,额驸舜安颜，佟佳氏，佟国维孙。尚未建档。月份未换算到日。
QH-A-KX-0108,文字或数值陈述,QH-P-000111,consort_title_stripped,舜安颜削额驸,康熙四十八年,1709-02-10,1710-01-29,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第九女；额驸事略,康熙四十八年，以黨附皇八子允禩削額駙，禁錮，後釋之。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,这是公主表对额驸的事后记事。不得据此写成八爷党已证。允禩见 QH-P-000007。
QH-A-KX-0109,事件发生,QH-P-000112,invested_as_princess,和硕纯悫公主,清史稿卷166第十女行（封号无年月）,1685-02-03,1710-01-29,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第十女；封,和碩純愨公主。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,通嫔纳喇氏尚未建档。追进固伦见另条。
QH-A-KX-0110,事件发生,QH-P-000112,posthumously_advanced_as,固伦纯悫公主,雍正十年,1732-01-27,1733-02-13,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第十女；追进,雍正十年，追進封固倫純愨公主,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,第十女已于康熙四十九年三月薨。追进不得写成生前进封。
QH-A-KX-0111,事件发生,QH-P-000112,married_to,策棱,康熙四十五年五月,1706-02-13,1707-02-02,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第十女；下嫁,康熙四十五年五月，下嫁策棱,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,表作策棱，有传。是否即超勇亲王策凌，不自动合并。
QH-A-KX-0112,身份或关系,QH-P-000114,table_daughter_order,圣祖第十二女；未封,康熙二十五年闰四月生，三十六年闰三月殇,1686-01-24,1698-02-10,确定,审核中,QH-SU-QSG-0166,卷166；圣祖第十二女,聖祖第十二女　孝恭仁皇后生　未封　康熙二十五年閏四月生，三十六年閏三月殤,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,未封而约十一岁殇，不是月内殇。生母候选孝恭，当时是德妃。公历用生年至殇年两个年号起迄。
QH-A-KX-0113,事件发生,QH-P-000115,invested_as_princess,和硕温恪公主,清史稿卷166第十三女行（封号无年月）,1687-02-12,1709-02-09,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第十三女；封,和碩溫恪公主,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,敬敏皇贵妃章佳氏所出。额驸仓津初名班第，与抚育女纯禧额驸班第不是同一人。
QH-A-KX-0114,事件发生,QH-P-000116,married_to,孙承运,康熙四十五年,1706-02-13,1707-02-02,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第十四女；下嫁,康熙四十五年，下嫁孫承運,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,只到年。额驸为汉人孙承运，甘肃提督思克子。尚未建档。
QH-A-KX-0115,事件发生,QH-P-000117,invested_as_princess,和硕敦恪公主,清史稿卷166第十五女行（封号无年月）,1691-01-29,1709-02-09,较确定,审核中,QH-SU-QSG-0166,卷166；圣祖第十五女；封,和碩敦恪公主,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,与第十三女同母候选敬敏。本表未记进固伦。
QH-A-KX-0116,身份或关系,QH-P-000123,fostered_not_begotten,恭亲王常宁第一女；非圣祖所出,清史稿卷166抚育行,1671-02-09,1742-02-04,确定,审核中,QH-SU-QSG-0166,卷166；圣祖抚弟恭亲王常宁第一女,聖祖撫弟恭親王常寧第一女,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,抚育女。不得计入圣祖亲生二十女，也不得写成第二十一女。生父常宁尚未建档。公历用表内生薨年所在年号起迄。
QH-A-KX-0117,事件发生,QH-P-000123,advanced_as_princess,固伦纯禧公主,雍正元年,1723-02-05,1724-01-24,较确定,审核中,QH-SU-QSG-0166,卷166；抚育行；进封,雍正元年，進封固倫純禧公主,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,初封和硕纯禧。固伦是雍正元年进封。额驸班第与仓津初名班第分人。
QH-A-KX-0118,文字或数值陈述,QH-P-000001,unsealed_daughter_count,卷166圣祖亲生女未封十二人,清史稿卷166公主表圣祖系,1668-02-12,1709-02-09,较确定,审核中,QH-SU-QSG-0166,卷166；第一、二、四、七、八、十一、十二、十六至二十女,未封,支持,综合计数,中,QH-SF-QSG,,结构化导入,AI,,二十人中封和硕或固伦者八人，未封十二人。抚育女纯禧另计。未封不等于未入此表。
QH-A-KX-0119,身份或关系,QH-P-000104,table_daughter_order,圣祖第一女；未封,康熙七年十一月生，十年十一月殇,1668-02-12,1672-01-28,确定,审核中,QH-SU-QSG-0166,卷166；圣祖第一女,聖祖第一女　庶妃張氏生　未封　康熙七年十一月生，十年十一月殤,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,表序第一女。庶妃张氏尚未建档。与第四女同母候选，不合并为一人。
QH-A-KX-0120,身份或关系,QH-P-000108,table_daughter_order,圣祖第六女,清史稿卷166第六女行,1679-02-11,1736-02-11,确定,审核中,QH-SU-QSG-0166,卷166；圣祖第六女,聖祖第六女　貴人郭絡羅氏生,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,生母候选贵人郭络罗氏。宜妃亦郭络罗氏（QH-P-000028），同姓不自动合并。
QH-A-KX-0121,事件发生,QH-P-000004,invested_as_heir,皇太子,康熙十四年十二月十三日,1676-01-27,1676-01-27,确定,已采纳,QH-SU-KX-0058A,卷58；康熙十四年十二月十三日；1/2,是日、立皇子允礽、為皇太子。,支持,明确记载,强,QH-SF-QSL-KX,QH-CF-KX-INVEST-DAY,结构化导入,AI,zonglinxie-cyber,实录与本纪均作丙寅；列传乙丑为另一源。实录条只记册立仪，未记颁诏肆赦。公历依通行年表，待历法库复核。
