Assertion ID,主张类型,主体 ID,谓词/关系,客体 ID 或值,原始时间表达,公历下界,公历上界,确定性,状态,来源实体 ID,卷页/档号/图像定位,支持引文,证据立场,证据直接性,证据强度,来源家族 ID,冲突组 ID,获取方式,录入人,复核人,复核日期,编辑备注
QH-A-YZ-0051,事件发生,QH-P-000002,reported_in_edict,曾静遣张熙投书岳钟琪,雍正七年五月二十一日,1729-06-17,1729-06-17,确定,审核中,QH-SU-YZ-QSL-0081A,卷81；雍正七年五月二十一日；1/2,先是、湖南靖州人曾靜、因考試劣等。家居憤鬱。忽圖叛逆。遣其徒張熙、詭名投書於川陝總督岳鍾琪勸以同謀舉事。,支持,明确记载,强,QH-SF-QSL-YZ,,结构化导入,AI,,,实录用先是追记。不是六年九月当日条。下文转到吕留良与会议治罪。同日第2/2条未拆。公历依通行年表，待历法库复核。
QH-A-YZ-0052,文字或数值陈述,QH-P-000002,reported_in_edict,华夷上谕通行颁布各府州县,雍正七年九月十二日,1729-11-02,1729-11-02,确定,审核中,QH-SU-YZ-QSL-0086A,卷86；雍正七年九月十二日；1/1,著將朕諭旨、通行頒布天下各府州縣遠鄉僻壤。俾讀書士子、及鄉曲小民共知之,支持,明确记载,强,QH-SF-QSL-YZ,,结构化导入,AI,,,颁的是这道上谕。全文无大义觉迷录书名。不得写成刊成该书。同谕有满洲犹籍贯句。公历依通行年表，待历法库复核。
QH-A-YZ-0053,文字或数值陈述,QH-P-000002,reported_in_edict,不行诛戮曾静张熙,雍正七年十月六日,1729-11-26,1729-11-26,确定,审核中,QH-SU-YZ-QSL-0087A,卷87；雍正七年十月六日；1/4,今日諸臣、合詞請誅曾靜張熙。……但朕之不行誅戮者。實有隱衷。……可以寬宥其罪。,支持,明确记载,强,QH-SF-QSL-YZ,,结构化导入,AI,,,九卿请即行正法；上谕不诛。同日第2/4条为李绂蔡珽不是刊书。公历依通行年表，待历法库复核。
QH-A-YZ-0054,事件发生,QH-P-000002,reported_in_edict,岳钟琪疏言张熙投递逆书,雍正七年五月乙丑,1729-06-17,1729-06-17,确定,审核中,QH-SU-YZ-QSG-0009P,卷9；雍正七年五月乙丑,先是，岳鍾琪疏言有湖南人張熙投遞逆書，訊由其師曾靜所使。命提曾靜、張熙至京。,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,后出本纪。与实录同日都用先是。不作终审。不得写成六年九月当日条。公历依通行年表，待历法库复核。
QH-A-YZ-0055,事件发生,QH-P-000001,died_on,宾天,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-YZ-QSL-0001C,卷1；康熙六十一年十一月十三日；1/1,聖祖仁皇帝賓天。……是日、上問安、進見五次戌刻。聖祖賓天。,支持,明确记载,强,QH-SF-QSL-YZ,QH-CF-KX-SUCCESSION,结构化导入,AI,,,世宗实录甲午条。戌刻宾天。同条有寝宫，也有先是戊子回驻畅春园。不得用本条覆盖圣祖实录卷300寝宫句。公历依通行年表，待历法库复核。
QH-A-YZ-0056,事件发生,QH-P-000001,ill_at,畅春园,康熙六十一年十一月七日,1722-12-14,1722-12-14,确定,审核中,QH-SU-YZ-QSL-0001C,卷1；甲午条先是戊子,至是月戊子。聖躬不豫。因回駐暢春園。,支持,明确记载,强,QH-SF-QSL-YZ,QH-CF-KX-SUCCESSION,结构化导入,AI,,,先是追记，不是甲午当日条。圣祖实录同日专条见QH-A-KX-0126。不得写成甲午才回驻。
QH-A-YZ-0057,事件发生,QH-P-000001,oral_designated_successor,皇四子胤禛,康熙六十一年十一月十三日,1722-12-20,1722-12-20,确定,审核中,QH-SU-YZ-QSL-0001C,卷1；甲午丑刻御榻,宣諭曰。皇四子胤禛人品貴重。深肖朕躬。必能克承大統。著繼登基。即皇帝位。,支持,明确记载,强,QH-SF-QSL-YZ,QH-CF-KX-SUCCESSION,结构化导入,AI,,,世宗实录层。圣祖实录口谕名单与用语另条。两层并存，不互相覆盖。不得写入改诏。
QH-A-YZ-0058,事件发生,QH-P-000002,institution_renamed_as,办理军机处,雍正十年三月,1732-03-27,1732-04-24,确定,审核中,QH-SU-YZ-QSG-0176B,卷176；十年壬子三月,三月，改軍機房稱辦理軍機處。,支持,明确记载,中,QH-SF-QSG,QH-CF-YZ-JUNJI,结构化导入,AI,,,年表年头句。实录同月初三日是铸印议奏（QH-A-YZ-0065），未见改称句。会典未开。不得用本条写入实录。
QH-A-YZ-0065,事件发生,QH-P-000002,reported_in_edict,议铸办理军机印信,雍正十年三月三日,1732-03-29,1732-03-29,确定,审核中,QH-SU-YZ-QSL-0116A,卷116；雍正十年三月三日；3/5,大學士等遵旨議奏、辦理軍機處。密行事件。所需鈐封印信。謹擬用辦理軍機印信字樣……從之,支持,明确记载,强,QH-SF-QSL-YZ,QH-CF-YZ-JUNJI,结构化导入,AI,,,庚申=初三。实录已用办理军机处名，并准铸印。全文无改军机房称办理军机处。不得把铸印写成改称或始设。公历依戊午朔加二日，待历法库复核。
QH-A-YZ-0059,文字或数值陈述,QH-P-000019,absent_from_volume,卷165世宗系无第四子行,清史稿卷165世宗系,1711-09-25,1799-02-07,确定,审核中,QH-SU-YZ-QSG-0165A,卷165；世宗系,卷165无第四子行,支持,推定,中,QH-SF-QSG,,结构化导入,AI,,,结构缺号。与卷164缺胤禛同体例。后妃传称子一高宗。不得读成雍正无第四子。
QH-A-YZ-0060,文字或数值陈述,QH-P-000018,table_birth_order,世宗第三子；早薨无嗣,清史稿卷165弘时行,1704-01-01,1727-12-31,约略,审核中,QH-SU-YZ-QSG-0165A,卷165；弘时,世宗第三子。早薨，無嗣,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,只证明表文如此。削籍年月不在本表。不得补故宫年表或死因。
QH-A-YZ-0061,事件发生,QH-P-000137,posthumously_advanced_as,和硕怀恪公主,雍正元年,1723-02-05,1724-01-24,约略,审核中,QH-SU-YZ-QSG-0166B,卷166；世宗第二女,雍正元年，追進封和碩懷恪公主,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,表文明写追进。第二女已于康熙五十六年三月薨。不得写成生前进封。
QH-A-YZ-0062,事件发生,QH-P-000133,adopted_out_to,胤礼,清史稿卷165弘曕行,1738-02-19,1765-12-31,约略,审核中,QH-SU-YZ-QSG-0165A,卷165；弘曕,世宗第六子，嗣胤禮後,支持,明确记载,中,QH-SF-QSG,,结构化导入,AI,,,过继果亲王允礼后。表文未给过继日。公历用乾隆三年袭果亲王至三十年薨的可见区间，不是过继当日。后妃传作弘適，不择一。
QH-A-YZ-0063,事件发生,QH-P-000048,recalled_to_capital,自办理俄罗斯边界事调回,雍正五年六月八日,1727-07-26,1727-07-26,确定,审核中,QH-SU-YZ-QSL-0058A,卷58；雍正五年六月八日；3/5,隆科多私抄玉牒。存貯家中。……可將隆科多調回。令其速來。,支持,明确记载,强,QH-SF-QSL-YZ,,结构化导入,AI,,,癸巳。议革职拏问，得旨先调回。不是革爵当日。不得与丁未革爵或十月禁锢并成一天。公历依丙戌朔加七日，待历法库复核。
QH-A-YZ-0064,称号授予,QH-P-000048,stripped_of_title,一等公,雍正五年六月二十二日,1727-08-09,1727-08-09,确定,审核中,QH-SU-YZ-QSL-0058B,卷58；雍正五年六月二十二日；3/3,一等公隆科多、緣罪革爵。以其弟慶復襲替,支持,明确记载,强,QH-SF-QSL-YZ,,结构化导入,AI,,,丁未革爵。本纪只写六月。十月四十一款禁锢是另一天。不得写成六月已禁锢。公历依丙戌朔加二十一日，待历法库复核。
